scenario,scene_id,valid_pixels,total_pixels,valid_ratio,mean,median,std,min,max,p10,p90
baseline,scene_0025,34,196,0.17346938775510204,0.5289697647094727,0.5400721430778503,0.10376718640327454,0.1942582130432129,0.6989136934280396,0.4236387312412262,0.6553944945335388
baseline,scene_0026,21,196,0.10714285714285714,0.2750279903411865,0.29398053884506226,0.0886446163058281,0.11487023532390594,0.41897904872894287,0.17484164237976074,0.40163135528564453
baseline,scene_0027,17,196,0.08673469387755102,0.20725661516189575,0.20759789645671844,0.17050693929195404,-0.0892300084233284,0.525557279586792,-0.025151198729872704,0.40537285804748535
baseline,scene_0028,59,196,0.3010204081632653,0.36132127046585083,0.36112409830093384,0.09481742233037949,0.11712788790464401,0.5619340538978577,0.25286293029785156,0.4830206632614136
baseline,scene_0029,33,196,0.1683673469387755,0.5703917145729065,0.5795886516571045,0.10644613206386566,0.32932305335998535,0.7436506152153015,0.43512508273124695,0.6945863366127014
baseline,scene_0030,93,196,0.4744897959183674,0.368985652923584,0.3645106256008148,0.08561607450246811,0.21560584008693695,0.6112735867500305,0.2632967531681061,0.4806097745895386
baseline,scene_0031,24,196,0.12244897959183673,0.5276328921318054,0.515200138092041,0.06626568734645844,0.38532784581184387,0.6628404855728149,0.4538871645927429,0.5948033928871155
baseline,scene_0032,37,196,0.18877551020408162,0.4425174593925476,0.5140461325645447,0.15367820858955383,0.08149785548448563,0.6289960145950317,0.21932044625282288,0.5854418873786926
baseline,scene_0033,44,196,0.22448979591836735,0.3017834722995758,0.27411556243896484,0.10478904843330383,0.11186854541301727,0.5227506160736084,0.18068671226501465,0.4752248227596283
baseline,scene_0034,36,196,0.1836734693877551,0.5668625235557556,0.5789516568183899,0.059776920825242996,0.41468730568885803,0.6620471477508545,0.48095089197158813,0.6333743929862976
