scenario,scene_id,valid_pixels,total_pixels,valid_ratio,mean,median,std,min,max,p10,p90
ground_rot_45,scene_0163,33,196,0.1683673469387755,0.22086594998836517,0.2447310984134674,0.11228127032518387,-0.0007680840790271759,0.42949971556663513,0.06955002248287201,0.3542700409889221
ground_rot_45,scene_0164,32,196,0.16326530612244897,0.23659679293632507,0.23186850547790527,0.06735357642173767,0.10144159942865372,0.3779211640357971,0.13442225754261017,0.3234589993953705
ground_rot_45,scene_0165,9,196,0.04591836734693878,0.20435473322868347,0.2516539692878723,0.12229835242033005,0.01149684190750122,0.37361952662467957,0.043809711933135986,0.33386173844337463
ground_rot_45,scene_0166,30,196,0.15306122448979592,0.25048190355300903,0.2645966410636902,0.10598914325237274,0.05907272920012474,0.44582733511924744,0.09066519886255264,0.38932573795318604
ground_rot_45,scene_0167,48,196,0.24489795918367346,0.2765999138355255,0.26649612188339233,0.10560963302850723,-0.012352555990219116,0.5098507404327393,0.13770432770252228,0.4013761281967163
ground_rot_45,scene_0168,20,196,0.10204081632653061,0.2412441074848175,0.20466482639312744,0.11448580771684647,-0.02532223053276539,0.4201086163520813,0.12510327994823456,0.376313179731369
ground_rot_45,scene_0169,41,196,0.20918367346938777,0.3679020404815674,0.35697782039642334,0.0873231515288353,0.1742630898952484,0.5904741287231445,0.27773159742355347,0.47440025210380554
ground_rot_45,scene_0170,16,196,0.08163265306122448,0.3063713610172272,0.3087155222892761,0.13246338069438934,0.0578136071562767,0.5027121305465698,0.09924256056547165,0.47107696533203125
ground_rot_45,scene_0171,10,196,0.05102040816326531,0.22823186218738556,0.23722076416015625,0.06767354905605316,0.14258679747581482,0.33081144094467163,0.14394748210906982,0.31215429306030273
ground_rot_45,scene_0172,34,196,0.17346938775510204,0.2392955720424652,0.22850224375724792,0.10642644762992859,-0.024001164361834526,0.4151230752468109,0.11835797131061554,0.38205865025520325
ground_rot_45,scene_0173,8,196,0.04081632653061224,0.3497691750526428,0.32844099402427673,0.09359703958034515,0.20781251788139343,0.4811304211616516,0.23474563658237457,0.4693179726600647
ground_rot_45,scene_0174,44,196,0.22448979591836735,0.24222946166992188,0.2439219057559967,0.09146988391876221,-0.06156379356980324,0.4130809009075165,0.12102829664945602,0.34580686688423157
ground_rot_45,scene_0175,45,196,0.22959183673469388,0.23542188107967377,0.23894049227237701,0.08188638836145401,0.07786493003368378,0.45818620920181274,0.13800692558288574,0.3294193744659424
ground_rot_45,scene_0176,50,196,0.25510204081632654,0.22803035378456116,0.21684224903583527,0.13476057350635529,-0.08062934875488281,0.4659876823425293,0.06343361735343933,0.39311742782592773
ground_rot_45,scene_0177,27,196,0.1377551020408163,0.2696751654148102,0.2581690847873688,0.09461590647697449,0.13551399111747742,0.45291680097579956,0.15375979244709015,0.42878004908561707
ground_rot_45,scene_0178,27,196,0.1377551020408163,0.2709423303604126,0.2579202651977539,0.09847574681043625,0.10410502552986145,0.5514876842498779,0.17023520171642303,0.39789503812789917
ground_rot_45,scene_0179,49,196,0.25,0.4270116686820984,0.43985316157341003,0.0989137813448906,0.19793789088726044,0.611473560333252,0.2976410388946533,0.5523215532302856
ground_rot_45,scene_0180,46,196,0.23469387755102042,0.2523822486400604,0.265196293592453,0.12182649970054626,-0.07692615687847137,0.4857252538204193,0.11387916654348373,0.39440518617630005
ground_rot_45,scene_0181,37,196,0.18877551020408162,0.33271539211273193,0.33363181352615356,0.09955702722072601,0.1380157172679901,0.5837540626525879,0.21062085032463074,0.44742491841316223
ground_rot_45,scene_0182,7,196,0.03571428571428571,0.3065922260284424,0.3412054181098938,0.09969346225261688,0.16420981287956238,0.4275275468826294,0.182549387216568,0.4156298339366913
ground_rot_45,scene_0183,22,196,0.11224489795918367,0.2880171537399292,0.28058040142059326,0.08339297771453857,0.08242267370223999,0.4402792751789093,0.20258139073848724,0.37932056188583374
ground_rot_45,scene_0184,13,196,0.0663265306122449,0.28092366456985474,0.2888244390487671,0.08018431812524796,0.1648668348789215,0.4641461968421936,0.19064481556415558,0.3755045235157013
ground_rot_45,scene_0185,6,196,0.030612244897959183,0.2070646584033966,0.23762740194797516,0.1154286190867424,-0.020135611295700073,0.33700236678123474,0.06626268476247787,0.3074566721916199
ground_rot_45,scene_0186,32,196,0.16326530612244897,0.2537037134170532,0.2601783573627472,0.12153835594654083,0.027991272509098053,0.4620562195777893,0.08148164302110672,0.4180314838886261
ground_rot_45,scene_0187,40,196,0.20408163265306123,0.28014296293258667,0.2598682641983032,0.12218987196683884,-0.04208140820264816,0.5199108123779297,0.13223488628864288,0.4330686330795288
ground_rot_45,scene_0188,25,196,0.12755102040816327,0.24450324475765228,0.24777604639530182,0.08859212696552277,0.08532685041427612,0.43913134932518005,0.13317617774009705,0.3391648828983307
ground_rot_45,scene_0189,25,196,0.12755102040816327,0.3619345426559448,0.33365029096603394,0.10963157564401627,0.13406571745872498,0.592673659324646,0.2505531311035156,0.51175856590271
ground_rot_45,scene_0190,6,196,0.030612244897959183,0.25289708375930786,0.2255302518606186,0.1298697143793106,0.005432587116956711,0.38589125871658325,0.1034131795167923,0.3724585175514221
ground_rot_45,scene_0191,21,196,0.10714285714285714,0.21162265539169312,0.21659782528877258,0.09729927033185959,0.022761087864637375,0.3656819760799408,0.07832323014736176,0.3157510459423065
ground_rot_45,scene_0192,50,196,0.25510204081632654,0.27923452854156494,0.28605425357818604,0.11049336940050125,-0.08865658938884735,0.48220422863960266,0.1711491048336029,0.4160791337490082
ground_rot_45,scene_0193,21,196,0.10714285714285714,0.28171005845069885,0.28826430439949036,0.08354901522397995,0.1135907918214798,0.42851218581199646,0.18295466899871826,0.38640379905700684
ground_rot_45,scene_0194,47,196,0.23979591836734693,0.2820364236831665,0.2591187357902527,0.10243954509496689,0.09463217854499817,0.5058655142784119,0.15813928842544556,0.42714619636535645
ground_rot_45,scene_0195,45,196,0.22959183673469388,0.3666178584098816,0.3770058751106262,0.0906454548239708,0.13780716061592102,0.5704323053359985,0.24551542103290558,0.45955583453178406
ground_rot_45,scene_0196,34,196,0.17346938775510204,0.17252667248249054,0.17329029738903046,0.13408787548542023,-0.1469077318906784,0.43533027172088623,0.011622823774814606,0.2977604568004608
ground_rot_45,scene_0197,32,196,0.16326530612244897,0.26368772983551025,0.3088814616203308,0.12895295023918152,-0.0012829415500164032,0.5025418996810913,0.0917971208691597,0.37256526947021484
ground_rot_45,scene_0198,19,196,0.09693877551020408,0.2797817587852478,0.2969944477081299,0.13761202991008759,-0.07634486258029938,0.5503934621810913,0.12182469666004181,0.4264538288116455
